X,Y,OBJECTID,REPORTINGAGENCYid,ReportingAgency,REPORTNUMBER,ACCIDENTDATE,STREETADDRESS,INTERSECTIONWITH,DirOfCollision,RoadGroup,AOTACTUALMILEPOINT,RoadCharacteristics,NonReportableAddress,CITYORTOWNid,CITYORTOWN,EASTING,NORTHING,AOTROUTEid,AOTROUTE,LRSNUMBER,HOWMAPPED,Animal,Impairment,Involving,Weather,DayNight,InjuryType,LOC_ERROR,RDFLNAME,SurfaceCondition,RoadCondition,Route,LATITUDE,LONGITUDE,AOTROADWAYGROUPid
444900.340000000782311,220453.880000002682209,1061,VT0040100,Burlington PD,18BU001086,2018-01-15T16:13:00.000Z,East Ave,Colchester Ave,,Federal Aid Urban System (Class 2 TH's and 3 TH's only),0.67,,,0403,Burlington,,,U5016,EAST AVE.,S50160403,LRS,None/Other,None,None,,Day,Property Damage Only,NO ERROR,EAST AVE,,,EAST AVE.,44.48221231,-73.19263372,2
443087.962812500074506,42150.094374999403954,1062,VT0020100,Bennington PD.,18BN00222,2018-01-09T13:31:00.000Z,Union Street,130 Union Street,Same Direction Sideswipe,Federal Aid Urban System (Class 2 TH's and 3 TH's only),0.03,Not at a Junction,,0202,Bennington,443219,42144,U1052,UNION ST.,S10520202,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,UNION ST,Wet,None,UNION ST.,42.87732861,-73.19659581,2
503126.462656250223517,64789.825781252235174,1063,VTVSP1600,VSP - B1 Westminster,18B100044,2018-01-02T11:25:05.000Z,I 91 N MM28,,,"State Highway numbered route, State owned",28,,I 91 N MM28 WESTMINSTER VT,1320,Westminster,,,0910,I-91,I091-0000,LRS,,,,,Day,,NO ERROR,INTERSTATE 91,,,I-91,43.08324057,-72.46160453,10
464770.434218751266599,209829.83500000089407,1064,VTVSP0100,VSP - A1 Williston,18A100207,2018-01-09T16:55:54.000Z,I 89 S MM74,,,"State Highway numbered route, State owned",74,,I 89 S MM74 RICHMOND VT,0411,Richmond,,,0890,I-89,I089-0000S,LRS,,,,,Day,,NO ERROR,INTERSTATE 89,,,I-89,44.38784521,-72.94214344,10
491322.540000000968575,195679.240000000223517,1065,VTVSP1200,VSP - A3 Middlesex,18A300234,2018-01-13T04:43:16.000Z,I 89 N MM54,,,"State Highway numbered route, State owned",54,,I 89 N MM54 MIDDLESEX VT,1210,Middlesex,,,0890,I-89,I089-0000,LRS,,,,,Night,,NO ERROR,INTERSTATE 89,,,I-89,44.26129793,-72.60867133,10
509150.158125001005828,129729.989687498658895,1066,VTVSP1100,VSP - B2 Royalton,18B200310,2018-01-17T14:00:03.000Z,I 89 N MM4,,,"State Highway numbered route, State owned",4,,I 89 N MM4 HARTFORD VT,1408,Hartford,,,0890,I-89,I089-0000,LRS,,,,,Day,,NO ERROR,INTERSTATE 89,,,I-89,43.66773122,-72.38654424,10
442921.008906250819564,42705.464687502011657,1067,VT0020100,Bennington PD.,18BN00304,2018-01-11T16:13:00.000Z,204 Depot Street,River Street,Other - Explain in Narrative,Federal Aid Urban System (Class 2 TH's and 3 TH's only),0.21,Driveway,,0202,Bennington,442918,42670,U1018,DEPOT ST.,S10180202,LRS,None/Other,None,None,Cloudy,Day,Property Damage Only,NO ERROR,DEPOT ST,Wet,None,DEPOT ST.,42.88231523,-73.19869556,2
447494.44015625026077,235612.59187499992549,1068,VTVSP0100,VSP - A1 Williston,18A100138,2018-01-06T10:58:15.000Z,I 89 S MM100,,,"State Highway numbered route, State owned",100,,I 89 S MM100 MILTON VT,0410,Milton,,,0890,I-89,I089-0000S,LRS,,,,,Day,,NO ERROR,INTERSTATE 89,,,I-89,44.61881499,-73.16157015,10
490360.325781252235174,159063.560468751937151,1069,VTVSP1100,VSP - B2 Royalton,18B200331,2018-01-18T19:18:04.000Z,I 89 S MM30,,,"State Highway numbered route, State owned",30,,I 89 S MM30 RANDOLPH VT,0909,Randolph,,,0890,I-89,I089-0000S,LRS,,,,,Night,,NO ERROR,INTERSTATE 89,,,I-89,43.93174262,-72.6200529,10
450971.151250001043081,215625.928125001490116,1070,VTVSP0100,VSP - A1 Williston,18A100120,2018-01-05T19:44:59.000Z,I 89 S MM84,,,"State Highway numbered route, State owned",84,,I 89 S MM84 WILLISTON VT,0417,Williston,,,0890,I-89,I089-0000S,LRS,,,,,Night,,NO ERROR,INTERSTATE 89,,,I-89,44.43920294,-73.11586795,10
447065.807343751192093,217343.459531247615814,1071,VT0040300,So. Burlington PD.,18SB000269,2018-01-08T08:45:00.000Z,Kennedy Dr,Hinesburg Rd,Rear End,"State Highway numbered route, State owned",0.68,Not at a Junction,,0414,South Burlington,447037,217329,9998,FAP 121-1 KENNEDY DRIVE,S99980414,LRS,None/Other,None,None,Cloudy,Day,Property Damage Only,NO ERROR,KENNEDY DR,Snow,"Road Surface Condition(wet, icy, snow, slush, etc)",FAP 121-1 KENNEDY DRIVE,44.45438383,-73.1650965,10
539595.440000000409782,224494.439999997615814,1072,VTVSP0200,VSP - A4 St. Johnsbury,18A400157,2018-01-07T12:27:00.000Z,Red Village Road,Memorial Drive,Rear End,Federal Aid Secondary System (Class 2 TH),2.6,T - Intersection,,0307,Lyndon,,,S0263,RED VILLAGE RD,S02630307,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,RED VILLAGE RD,Ice,"Road Surface Condition(wet, icy, snow, slush, etc)",RED VILLAGE RD,44.51958929,-72.00194482,3
524170.040000000968575,271476.910000002011657,1073,VT0100100,Newport PD.,18NP000037,2018-01-03T16:03:00.000Z,East Main Street,Western Avenue,Rear End,"State Highway numbered route, Class 1 TH",2.55,Not at a Junction,,1015,Newport City,524166,271479,0050,US-5,U005-1015,LRS,None/Other,None,None,Cloudy,Day,Property Damage Only,NO ERROR,E MAIN ST,Slush,None,US-5,44.94306322,-72.19374802,11
522356.017812500707805,211272.842812502756715,1074,VTVSP1200,VSP - A3 Middlesex,18A300091,2018-01-05T17:39:30.000Z,US ROUTE 2 W,W SHORE RD,,"State Highway numbered route, State owned",0.31,,US ROUTE 2 W & W SHORE RD DANVILLE VT,0303,Danville,,,0020,US-2,U002-0303,LRS,,,,,Day,,NO ERROR,US ROUTE 2,,,US-2,44.40134269,-72.21935957,10
497736.140468750149012,48913.311875002458692,1075,VTVSP1600,VSP - B1 Westminster,18B100551,2018-01-02T07:15:00.000Z,I 91 S MM16,,,"State Highway numbered route, State owned",16,,I 91 S MM16 DUMMERSTON VT,1305,Dummerston,,,0910,I-91,I091-0000S,LRS,,,,,Day,,NO ERROR,INTERSTATE 91,,,I-91,42.94032658,-72.52773763,10
484395.39578124973923,217139.571250000968575,1076,VT0080200,Stowe PD.,18ST000155,2018-01-13T11:48:00.000Z,911 S Main St,,,"State Highway numbered route, State owned",2.39,,,0808,Stowe,484406,217150,1000,VT-100,V100-0808,LRS,None/Other,None,None,,Day,Property Damage Only,NO ERROR,S MAIN ST,,,VT-100,44.45431711,-72.69606534,10
474865.467968751676381,267509.245937502011657,1077,VTVSP0700,VSP - A2 St. Albans,18A200028,2018-01-02T08:44:00.000Z,Route 105,Orchard Street,Rear End,"State Highway numbered route, State owned",0.07,T - Intersection,,0603,Enosburg,474880,267502,1050,VT-105,V105-0603,LRS,None/Other,Alcohol,None,Freezing Precipitation,Day,Property Damage Only,NO ERROR,PEARL ST,Snow,"Road Surface Condition(wet, icy, snow, slush, etc)",VT-105,44.90732626,-72.8182754,10
488107.649843750521541,31521.900624999776483,1078,VTVSP1600,VSP - B1 Westminster,18B1,2018-01-16T08:30:00.000Z,120 Fern Drive,,Single Vehicle Crash,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Driveway,,1307,Guilford,,,0000,Unknown,,GEOCODE,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,,"Road Surface Condition(wet, icy, snow, slush, etc)",Unknown,42.78367975,-72.64534147,6
441774.195937501266599,35408.127499997615814,1079,VTVSP0900,VSP - B3 Shaftsbury,18B300144,2018-01-12T23:37:00.000Z,3531-3587 US-7,Kings Way,Single Vehicle Crash,"State Highway numbered route, State owned",6.36,Not at a Junction,,0208,Pownal,440526,32726,0070,US-7,U007-0208,LRS,None/Other,Alcohol,None,Rain,Night,Property Damage Only,NO ERROR,US ROUTE 7,Wet,None,US-7,42.81654281,-73.21197762,10
495268.435625001788139,37492.062968749552965,1080,VT0130200,Brattleboro PD.,18BB00181,2018-01-08T16:00:00.000Z,Fairground Rd,Dpw,Opp Direction Sideswipe,Federal Aid Urban System (Class 2 TH's and 3 TH's only),0.42,Not at a Junction,,1302,Brattleboro,495261,37440,U2018,FAIRGROUND ROAD,S20181302,LRS,None/Other,None,None,Freezing Precipitation,Day,Property Damage Only,NO ERROR,FAIRGROUND RD,Snow,"Road Surface Condition(wet, icy, snow, slush, etc)",FAIRGROUND ROAD,42.8375014,-72.55787662,2
451115.836249999701977,244144.779531249776483,1081,VTVSP0700,VSP - A2 St. Albans,18A200086,2018-01-04T21:03:53.000Z,I 89 N MM106,,,"State Highway numbered route, State owned",106,,I 89 N MM106 GEORGIA VT,0608,Georgia,,,0890,I-89,I089-0000,LRS,,,,,Night,,NO ERROR,INTERSTATE 89,,,I-89,44.69584851,-73.11675665,10
438888.648125001229346,123009.61281250230968,1082,VT0110400,Fair Haven PD.,18FH00002,2018-01-02T07:37:00.000Z,,Exit 3 On Ramp,Single Vehicle Crash,"State Highway numbered route, State owned",2.73,On Ramp,,1107,Fair Haven,437366,123087,0040,US-4,U004-1107,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,ENT/EXT RAMP STATE HWY,Ice,"Road Surface Condition(wet, icy, snow, slush, etc)",US-4,43.60479274,-73.25694784,10
494672.182812499813735,42142.205156249925494,1083,VTVSP1600,VSP - B1 Westminster,18B100104,2018-01-04T20:08:57.000Z,I 91 S MM11,,,"State Highway numbered route, State owned",11,,I 91 S MM11 BRATTLEBORO VT,1302,Brattleboro,,,0910,I-91,I091-0000S,LRS,,,,,Night,,NO ERROR,INTERSTATE 91,,,I-91,42.87935819,-72.56521404,10
438373.268125001341105,183979.902656251564622,1084,VTVSP0600,VSP - B5 New Haven,18B500115,2018-01-08T09:30:00.000Z,128 VT ER. 22A,State Rte 22A,Single Vehicle Crash,"State Highway numbered route, State owned",2.62,Not at a Junction,,0115,Panton,438506,184152,0221,VT-22A,V022A0115,LRS,None/Other,None,Heavy Truck,Cloudy,Day,Property Damage Only,NO ERROR,ROUTE 22A,Snow,"Road Surface Condition(wet, icy, snow, slush, etc)",VT-22A,44.15345933,-73.27036889,10
484041.01437500026077,216351.140156254172325,1085,VT0080200,Stowe PD.,18ST000121,2018-01-09T02:46:00.000Z,240-700 VT-100,Farr Hill Rd,,"State Highway numbered route, State owned",1.85,,,0808,Stowe,484037,216359,1000,VT-100,V100-0808,LRS,None/Other,None,None,,Night,Property Damage Only,NO ERROR,WATERBURY RD,,,VT-100,44.44721392,-72.70049369,10
459921.265937500633299,213622.888125000521541,1086,VTVSP0100,VSP - A1 Williston,18A100148,2018-01-06T13:23:33.000Z,I 89 S MM78,,,"State Highway numbered route, State owned",78,,I 89 S MM78 RICHMOND VT,0411,Richmond,,,0890,I-89,I089-0000S,LRS,,,,,Day,,NO ERROR,INTERSTATE 89,,,I-89,44.42172804,-73.00329261,10
446425.0,224532.300000002607703,1087,VT0040500,Colchester PD.,18CC000310,2018-01-09T03:10:00.000Z,Roosevelt Highway,Sunderland Woods,Single Vehicle Crash,"State Highway numbered route, State owned",1.29,Not at a Junction,,0405,Colchester,446145,224361,0070,US-7,U007-0405,LRS,None/Other,None,None,Freezing Precipitation,Night,Property Damage Only,NO ERROR,ROOSEVELT HWY,Snow,None,US-7,44.51902787,-73.17389186,10
538641.440625000745058,215869.424062501639128,1088,VTVSP0200,VSP - A4 St. Johnsbury,18A400054,2018-01-03T08:10:00.000Z,664 Memorial Drive,664 Memorial Drive,"Left Turn and Thru, Angle Broadside -->v--","State Highway numbered route, State owned",3.52,Not at a Junction,,0311,St. Johnsbury,538686,215847,0050,US-5,U005-0311,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,MEMORIAL DR,Other - Explain in Narrative,"Road Surface Condition(wet, icy, snow, slush, etc)",US-5,44.44202321,-72.01458837,10
490642.247031250037253,226751.865937501192093,1089,VTVSP0100,VSP - A1 Williston,18A100048,2018-01-03T09:01:43.000Z,VT RT 100,COCHRAN RD,,"State Highway numbered route, State owned",3.4,,VT RT 100 & COCHRAN RD MORRISTOWN VT,0807,Morristown,,,1000,VT-100,V100-0807,LRS,,,,,Day,,NO ERROR,LAPORTE RD,,,VT-100,44.54092998,-72.61775044,10
499196.22171875089407,195811.994375003501773,1090,VTVSP1200,VSP - A3 Middlesex,18A300881,2018-02-26T07:35:00.000Z,2487 Towne Hill Road,Cherry Hill Road,Single Vehicle Crash,Federal Aid Secondary System (Class 2 TH),0.87,Not at a Junction,,1207,East Montpelier,,,S0246,TOWNE HILL RD,S02461207,LRS,None/Other,None,None,,Day,Property Damage Only,NO ERROR,TOWNE HILL RD,Ice,"Road Surface Condition(wet, icy, snow, slush, etc)",TOWNE HILL RD,44.26254394,-72.51006625,3
503112.76343750115484,64815.337031250819564,1091,VTVSP1600,VSP - B1 Westminster,18B101166,2018-02-25T11:36:00.000Z,,MM 28 / Exit 5 Off Ramp,Same Direction Sideswipe,"State Highway numbered route, State owned",28,Not at a Junction,,1320,Westminster,503396,65404,0910,I-91,I091-0000S,LRS,None/Other,None,None,Freezing Precipitation,Day,Property Damage Only,NO ERROR,INTERSTATE 91,Ice,"Road Surface Condition(wet, icy, snow, slush, etc)",I-91,43.08347027,-72.46177262,10
464719.457968750968575,209931.271406251937151,1092,VTVSP0100,VSP - A1 Williston,18A100893,2018-02-25T10:47:00.000Z,Vietnam Veterans Memorial Hwy,I- 89 At Jonesville RT 2 Overpass,Single Vehicle Crash,"State Highway numbered route, State owned",74,Not at a Junction,,0411,Richmond,464730,209928,0890,I-89,I089-0000,LRS,None/Other,None,None,Freezing Precipitation,Day,Injury,NO ERROR,INTERSTATE 89,Slush,"Road Surface Condition(wet, icy, snow, slush, etc)",I-89,44.3887556,-72.94279008,10
541264.409374998882413,238063.835000002756715,1093,VTVSP0200,VSP - A4 St. Johnsbury,18A401046,2018-02-25T10:05:00.000Z,4067 US Route 5,US Route 5A,Single Vehicle Crash,"State Highway numbered route, State owned",4.09,Not at a Junction,,0302,Burke,541276,238063,0050,US-5,U005-0302,LRS,None/Other,None,None,Freezing Precipitation,Day,Property Damage Only,NO ERROR,US ROUTE 5,Snow,"Road Surface Condition(wet, icy, snow, slush, etc)",US-5,44.641606,-71.97986478,10
461581.84890624973923,126159.441562501713634,1094,VTVSP0300,VSP - B4 Rutland,18B401002,2018-02-25T16:01:00.000Z,US Route 7,Post Rd (TH 9),"Left Turn and Thru, Angle Broadside -->v--","State Highway numbered route, State owned",1.46,Crossover,,1120,Rutland Town,461581,126168,0070,US-7,U007-1120,LRS,None/Other,None,None,Cloudy,Day,Property Damage Only,NO ERROR,US ROUTE 7,Wet,None,US-7,43.63465839,-72.97609748,10
508774.005156250670552,127973.97562500089407,1095,VT0140300,Hartford PD.,18HF00990,2018-02-25T10:42:00.000Z,Woodstock Rd,Quechee Main St,Other - Explain in Narrative,"State Highway numbered route, State owned",5.1,T - Intersection,,1408,Hartford,508764,127979,0040,US-4,U004-1408,LRS,None/Other,None,None,Freezing Precipitation,Day,Property Damage Only,NO ERROR,WOODSTOCK RD,Snow,"Road Surface Condition(wet, icy, snow, slush, etc)",US-4,43.6519303,-72.3912368,10
507360.081562501378357,111452.999375000596046,1096,VTVSP1600,VSP - B1 Westminster,18B101174,2018-02-25T15:13:00.000Z,I-91,County Rd,Single Vehicle Crash,"State Highway numbered route, State owned",58.62,Not at a Junction,,1423,Windsor,,,0910,I-91,I091-0000S,LRS,None/Other,None,None,Freezing Precipitation,Day,Property Damage Only,NO ERROR,INTERSTATE 91,Slush,"Road Surface Condition(wet, icy, snow, slush, etc)",I-91,43.50324221,-72.40898812,10
473596.729218752123415,74525.827500002458692,1097,VTVSP1600,VSP - B1 Westminster,18B101179,2018-02-25T20:41:00.000Z,1227 Vermont Route 100,Winhall Station Road,Single Vehicle Crash,"State Highway numbered route, State owned",1.23,Not at a Junction,,1310,Londonderry,473733,74576,1000,VT-100,V100-1310,LRS,None/Other,Alcohol,None,Freezing Precipitation,Night,Property Damage Only,NO ERROR,VT ROUTE 100,Ice,"Road Surface Condition(wet, icy, snow, slush, etc)",VT-100,43.17042592,-72.82471408,10
469136.773437500931323,45771.640937501564622,1098,VT0130300,Wilmington PD.,18WM00265,2018-02-25T09:40:00.000Z,COLDBROOK ROAD,MANN ROAD,,Federal Aid Secondary System (Class 2 TH),1.57,,,1322,Wilmington,469216,45760,S0115,COLDBROOK RD,S01151322,LRS,None/Other,None,None,,Day,Property Damage Only,NO ERROR,COLDBROOK RD,,,COLDBROOK RD,42.91142491,-72.87797048,3
446658.211249999701977,124282.830781249329448,1099,VT0110300,Castleton PD.,18CT00376,2018-02-26T07:26:00.000Z,RT 4 WB,Exit 5,Single Vehicle Crash,"State Highway numbered route, State owned",8.01,Not at a Junction,,1103,Castleton,446819,124309,0040,US-4,U004-1103,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,US ROUTE 4,Ice,"Road Surface Condition(wet, icy, snow, slush, etc)",US-4,43.61684869,-73.16084338,10
506566.98046875,127302.400000002235174,1100,VT0140300,Hartford PD.,18HF00994,2018-02-25T11:55:00.000Z,Quechee Main St,Waterman Hill Rd,Single Vehicle Crash,Federal Aid Secondary System (Class 2 TH),0.19,T - Intersection,,1408,Hartford,506553,127294,S0168,QUECHEE MAIN ST,S01681408,LRS,None/Other,None,None,Freezing Precipitation,Day,Property Damage Only,NO ERROR,QUECHEE MAIN ST,Snow,"Road Surface Condition(wet, icy, snow, slush, etc)",QUECHEE MAIN ST,43.64590836,-72.41860337,3
449242.031093751080334,222817.649531252682209,1101,VT0040200,Essex PD.,18ES01071,2018-02-25T08:39:00.000Z,11 Susie Wilson Rd,Susie Wilson Rd,,Federal Aid Urban System (Class 2 TH's and 3 TH's only),0,,,0406,Essex,449247,222824,U5303,SUSIE WILSON RD.,S53030406,LRS,None/Other,None,None,,Day,Property Damage Only,NO ERROR,SUSIE WILSON RD,,,SUSIE WILSON RD.,44.50380153,-73.13829171,2
461452.381718750111759,108571.893906254321337,1102,VTVSP0300,VSP - B4 Rutland,18B400981,2018-02-24T07:23:00.000Z,US-7,N Main St,,"State Highway numbered route, State owned",5.75,,,1125,Wallingford,,,0070,US-7,U007-1125,LRS,None/Other,None,None,,Day,Injury,NO ERROR,N MAIN ST,,,US-7,43.47635287,-72.97645299,10
448960.986406249925494,211452.71828125230968,1103,VT0041000,Williston PD.,18WT001400,2018-02-25T20:06:00.000Z,S Brownell Rd,VT RT 116,Single Vehicle Crash,Federal Aid Secondary System (Class 2 TH),0,Y - Intersection,,0417,Williston,448968,211368,S0333,S BROWNELL RD,S03330417,LRS,None/Other,None,None,Rain,Night,Property Damage Only,NO ERROR,S BROWNELL RD,Ice,None,S BROWNELL RD,44.40150929,-73.14070649,3
495638.049999999813735,43619.571562502533197,1104,VTVSP1600,VSP - B1 Westminster,18B101150,2018-02-25T00:14:00.000Z,I-91 MM 12,Old Ferry Rd,Single Vehicle Crash,"State Highway numbered route, State owned",12.1,Not at a Junction,,1302,Brattleboro,495613,43601,0910,I-91,I091-0000S,LRS,None/Other,Alcohol,None,Clear,Night,Property Damage Only,NO ERROR,INTERSTATE 91,Dry,None,I-91,42.89266355,-72.55340302,10
446291.064375001005828,221658.092187501490116,1105,VT0040400,Winooski PD.,18WS000799,2018-02-15T16:04:00.000Z,E Allen St,Dion St,Rear End,"State Highway numbered route, Class 1 TH",0.57,Not at a Junction,,0418,Winooski City,446301,221656,0150,VT-15,V015-0418,LRS,None/Other,None,Heavy Truck,Cloudy,Day,Property Damage Only,NO ERROR,E ALLEN ST,Dry,None,VT-15,44.49315348,-73.17527777,11
486009.293281249701977,237097.776875000447035,1106,VT0080000,Lamoille CSD,18LC001074,2018-02-22T19:02:00.000Z,Lower Main West,Vt Rt 100C,Single Vehicle Crash,"State Highway numbered route, State owned",4.27,T - Intersection,,0806,Johnson,485246,237371,0150,VT-15,V015-0806,LRS,None/Other,None,Pedestrian,Clear,Night,Injury,NO ERROR,LOWER MAIN ST,Dry,None,VT-15,44.63396052,-72.67632883,10
449106.262812499888241,212687.613906251266599,1107,VT0041000,Williston PD.,18WT001399,2018-02-25T14:06:00.000Z,South Brownell Road,Sucker Brook,Opp Direction Sideswipe,Federal Aid Secondary System (Class 2 TH),0.78,Not at a Junction,,0417,Williston,449064,212583,S0333,S BROWNELL RD,S03330417,LRS,None/Other,None,Heavy Truck,,Day,Property Damage Only,NO ERROR,S BROWNELL RD,Wet,None,S BROWNELL RD,44.41263236,-73.13900389,3
493478.19265624973923,84763.045312497764826,1108,VT0140600,Chester PD.,18CH00202,2018-02-25T12:32:00.000Z,Vt Rte 11 East,Green Mt Trnpk,Single Vehicle Crash,"State Highway numbered route, State owned",5.72,,,1407,Chester,,,0110,VT-11,V011-1407,LRS,None/Other,None,None,Freezing Precipitation,Day,Property Damage Only,NO ERROR,VT ROUTE 11,,,VT-11,43.26300848,-72.58032829,10
506908.172031249850988,99461.787187499925494,1109,VTVSP1600,VSP - B1 Westminster,18B101156,2018-02-25T09:18:00.000Z,I-91,Lawrence Farm Rd,Single Vehicle Crash,"State Highway numbered route, State owned",50.85,Not at a Junction,,1420,Weathersfield,506913,99578,0910,I-91,I091-0000,LRS,None/Other,None,None,Freezing Precipitation,Day,Property Damage Only,NO ERROR,INTERSTATE 91,Slush,"Road Surface Condition(wet, icy, snow, slush, etc)",I-91,43.39531253,-72.41472802,10
481727.102187500335276,217196.884843749925494,1110,VT0080200,Stowe PD.,18ST000695,2018-02-26T23:39:00.000Z,1180 Barrows Rd,Spaulding Meadows,Head On,Federal Aid Secondary System (Class 2 TH),2.1,Not at a Junction,,0808,Stowe,481716,217187,S0236,BARROWS RD,S02360808,LRS,None/Other,None,None,Cloudy,Night,Property Damage Only,NO ERROR,BARROWS RD,Dry,None,BARROWS RD,44.45477043,-72.7295931,3
449767.870000001043081,223457.360000001266599,1111,VT0040200,Essex PD.,18ES01089,2018-02-26T00:00:00.000Z,1 Kellogg Rd,Susie Wilson Rd,,Federal Aid Urban System (Class 2 TH's and 3 TH's only),0,,,0406,Essex,449753,223453,U5406,KELLOGG ROAD,S54060406,LRS,None/Other,None,None,,,Property Damage Only,NO ERROR,KELLOGG RD,,,KELLOGG ROAD,44.50959497,-73.13174176,2
445731.183749998919666,221478.467187501490116,1112,VT0040400,Winooski PD.,18WS001013,2018-02-25T15:50:00.000Z,E Allen St,East St,Rear End,"State Highway numbered route, Class 1 TH",0.2,Four-way Intersection,,0418,Winooski City,445762,221493,0150,VT-15,V015-0418,LRS,None/Other,None,None,Cloudy,Day,Property Damage Only,NO ERROR,E ALLEN ST,Wet,None,VT-15,44.49149524,-73.18229776,11
